date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
05:11:20	60817/60817	---M--	200	added ('OK')	image/jpeg	etag:%22ed91-55f955df630ff%22	https://www.piguetgalland.ch/app/uploads/2017/10/Yves_vonderm%c3%bchll_PiguetGalland-510x510.jpg	C:/My%20Web%20Sites/pig/www.piguetgalland.ch/app/uploads/2017/10/Yves_vonderm%c3%bchll_PiguetGalland-510x510.jpg	(from https://www.piguetgalland.ch/fr/category/gerants-independants/)
05:11:20	3038/3038	---MCZ	200	added ('OK')	application/rss+xml	etag:%2266eb333251efe4570152ff43db819653%22	https://www.piguetgalland.ch/fr/category/certificats-d-actions/feed/	C:/My%20Web%20Sites/pig/www.piguetgalland.ch/fr/category/certificats-d-actions/feed/index.html	(from https://www.piguetgalland.ch/fr/category/certificats-d-actions/)
05:11:24	3555/3555	---MCZ	200	added ('OK')	application/rss+xml	etag:%2266eb333251efe4570152ff43db819653%22	https://www.piguetgalland.ch/fr/category/durabilite/feed/	C:/My%20Web%20Sites/pig/www.piguetgalland.ch/fr/category/durabilite/feed/index.html	(from https://www.piguetgalland.ch/fr/category/durabilite/)
05:11:27	49846/49846	---M--	200	added ('OK')	image/jpeg	etag:%22c2b6-55f950294b8d2%22	https://www.piguetgalland.ch/app/uploads/2017/10/Ethique-510x394.jpg	C:/My%20Web%20Sites/pig/www.piguetgalland.ch/app/uploads/2017/10/Ethique-510x394.jpg	(from https://www.piguetgalland.ch/fr/category/certificats-d-actions/)
05:11:28	18894/18894	---M--	200	added ('OK')	image/jpeg	etag:%2249ce-55f9582888c80%22	https://www.piguetgalland.ch/app/uploads/2017/06/hypershelf_rendu-e1503931079626.jpg	C:/My%20Web%20Sites/pig/www.piguetgalland.ch/app/uploads/2017/06/hypershelf_rendu-e1503931079626.jpg	(from https://www.piguetgalland.ch/fr/category/durabilite/)
05:11:30	30858/30858	---M--	200	added ('OK')	image/jpeg	etag:%22788a-55f95627f71fc%22	https://www.piguetgalland.ch/app/uploads/2017/09/Coffres-510x439.jpg	C:/My%20Web%20Sites/pig/www.piguetgalland.ch/app/uploads/2017/09/Coffres-510x439.jpg	(from https://www.piguetgalland.ch/fr/category/art-design/)
05:11:31	4077/4077	---MCZ	200	added ('OK')	application/rss+xml	etag:%2266eb333251efe4570152ff43db819653%22	https://www.piguetgalland.ch/fr/category/art-design/feed/	C:/My%20Web%20Sites/pig/www.piguetgalland.ch/fr/category/art-design/feed/index.html	(from https://www.piguetgalland.ch/fr/category/art-design/)
05:11:31	82991/82991	---M--	200	added ('OK')	image/jpeg	etag:%221442f-55f94faaad865%22	https://www.piguetgalland.ch/app/uploads/2017/11/DSC_1157-510x510.jpg	C:/My%20Web%20Sites/pig/www.piguetgalland.ch/app/uploads/2017/11/DSC_1157-510x510.jpg	(from https://www.piguetgalland.ch/fr/category/durabilite/)
05:11:32	8356/8356	---M--	200	added ('OK')	image/jpeg	etag:%2220a4-56258f8eeb7f7%22	https://www.piguetgalland.ch/app/uploads/2018/01/MaximePallain-400x220.jpg	C:/My%20Web%20Sites/pig/www.piguetgalland.ch/app/uploads/2018/01/MaximePallain-400x220.jpg	(from https://www.piguetgalland.ch/fr/cat_event/piguet-galland/)
05:11:32	1882/1882	---MCZ	200	added ('OK')	application/rss+xml	etag:%2266eb333251efe4570152ff43db819653%22	https://www.piguetgalland.ch/fr/cat_event/piguet-galland/feed/	C:/My%20Web%20Sites/pig/www.piguetgalland.ch/fr/cat_event/piguet-galland/feed/index.html	(from https://www.piguetgalland.ch/fr/cat_event/piguet-galland/)
05:11:36	1882/1882	---MCZ	200	added ('OK')	application/rss+xml	etag:%2266eb333251efe4570152ff43db819653%22	https://www.piguetgalland.ch/fr/cat_event/investissement/feed/	C:/My%20Web%20Sites/pig/www.piguetgalland.ch/fr/cat_event/investissement/feed/index.html	(from https://www.piguetgalland.ch/fr/cat_event/investissement/)
05:11:49	23907/23907	---M--	200	added ('OK')	image/jpeg	etag:%225d63-563fa677e000d%22	https://www.piguetgalland.ch/app/uploads/2018/01/cropped-cropped-MaximePallain.jpg	C:/My%20Web%20Sites/pig/www.piguetgalland.ch/app/uploads/2018/01/cropped-cropped-MaximePallain.jpg	(from https://www.piguetgalland.ch/fr/events/raizers-investment-day-7-fevrier-a-geneve/)
05:11:54	62962/62962	---M--	200	added ('OK')	image/jpeg	etag:%22f5f2-55f957264694f%22	https://www.piguetgalland.ch/app/uploads/2017/08/prevoyance-650x394.jpg	C:/My%20Web%20Sites/pig/www.piguetgalland.ch/app/uploads/2017/08/prevoyance-650x394.jpg	(from https://www.piguetgalland.ch/fr/optimiser-son-patrimoine-grace-a-la-prevoyance-professionnelle/)
05:11:57	61218/61218	---M--	200	added ('OK')	image/jpeg	etag:%22ef22-55f9572bcd9ea%22	https://www.piguetgalland.ch/app/uploads/2017/08/prevoyance-510x510.jpg	C:/My%20Web%20Sites/pig/www.piguetgalland.ch/app/uploads/2017/08/prevoyance-510x510.jpg	(from https://www.piguetgalland.ch/fr/)
05:12:23	54064/54064	---MCZ	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2004:12:07%20GMT	https://www.piguetgalland.ch/fr/conditions-utilisation-ebanking/	C:/My%20Web%20Sites/pig/www.piguetgalland.ch/fr/conditions-utilisation-ebanking/index.html	(from https://www.piguetgalland.ch/fr/plan-du-site/)
05:12:25	34239/34239	---MCZ	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2004:12:10%20GMT	https://www.piguetgalland.ch/fr/cookies/	C:/My%20Web%20Sites/pig/www.piguetgalland.ch/fr/cookies/index.html	(from https://www.piguetgalland.ch/fr/plan-du-site/)
05:12:47	967506/967506	---M--	200	added ('OK')	image/jpeg	etag:%22ec352-55d8a1b045d69%22	https://www.piguetgalland.ch/app/uploads/2017/08/prevoyance.jpg	C:/My%20Web%20Sites/pig/www.piguetgalland.ch/app/uploads/2017/08/prevoyance.jpg	(from https://www.piguetgalland.ch/fr/optimiser-son-patrimoine-grace-a-la-prevoyance-professionnelle/)
05:12:49	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2005%20Feb%202018%2004:12:43%20GMT	https://www.piguetgalland.ch/fr/strategie-dinvestissement-1er-trimestre-2018/	C:/My%20Web%20Sites/pig/www.piguetgalland.ch/fr/strategie-dinvestissement-1er-trimestre-2018/index.html	(from https://www.piguetgalland.ch/fr/carrieres/)
05:12:49	180446/180446	---M--	200	added ('OK')	image/jpeg	etag:%222c0de-55f94f93a029f%22	https://www.piguetgalland.ch/app/uploads/2017/11/L1050524-910x530.jpg	C:/My%20Web%20Sites/pig/www.piguetgalland.ch/app/uploads/2017/11/L1050524-910x530.jpg	(from https://www.piguetgalland.ch/fr/carrieres/)
05:12:52	22864/22864	---M--	200	added ('OK')	image/jpeg	etag:%225950-55f94fd8129b0%22	https://www.piguetgalland.ch/app/uploads/2017/11/Investissements117784175L-400x220.jpg	C:/My%20Web%20Sites/pig/www.piguetgalland.ch/app/uploads/2017/11/Investissements117784175L-400x220.jpg	(from https://www.piguetgalland.ch/fr/carrieres/)
05:12:57	66217/66217	---MCZ	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2004:12:49%20GMT	https://www.piguetgalland.ch/fr/piguet-galland-la-mode/	C:/My%20Web%20Sites/pig/www.piguetgalland.ch/fr/piguet-galland-la-mode/index.html	(from https://www.piguetgalland.ch/fr/carrieres/)
05:13:20	141217/141217	---M--	200	added ('OK')	image/jpeg	etag:%22227a1-55f9525ccf27c%22	https://www.piguetgalland.ch/app/uploads/2017/11/101522231_900x540_Mariage-1-900x530.jpg	C:/My%20Web%20Sites/pig/www.piguetgalland.ch/app/uploads/2017/11/101522231_900x540_Mariage-1-900x530.jpg	(from https://www.piguetgalland.ch/fr/projets-de-vie/orchestrer-le-patrimoine-commun/)
05:13:21	26356/26356	---M--	200	added ('OK')	image/jpeg	etag:%2266f4-5640128f4306f%22	https://www.piguetgalland.ch/app/uploads/2018/01/Fotolia_186756507_Subscription_Monthly_M-400x220.jpg	C:/My%20Web%20Sites/pig/www.piguetgalland.ch/app/uploads/2018/01/Fotolia_186756507_Subscription_Monthly_M-400x220.jpg	(from https://www.piguetgalland.ch/fr/carrieres/)
05:14:08	382074/382074	---M--	200	added ('OK')	image/jpeg	etag:%225d47a-55d8a1becaa1c%22	https://www.piguetgalland.ch/app/uploads/2017/10/Olivier_Calloud_Piguet_Galland.jpg	C:/My%20Web%20Sites/pig/www.piguetgalland.ch/app/uploads/2017/10/Olivier_Calloud_Piguet_Galland.jpg	(from https://www.piguetgalland.ch/fr/le-divorce-un-impact-plus-negatif-que-le-brexit-sur-votre-patrimoine/)
05:14:17	69433/69433	---MCZ	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2004:13:45%20GMT	https://www.piguetgalland.ch/fr/beatrice-aujouannet-directrice-du-developpement-commercial/	C:/My%20Web%20Sites/pig/www.piguetgalland.ch/fr/beatrice-aujouannet-directrice-du-developpement-commercial/index.html	(from https://www.piguetgalland.ch/fr/le-divorce-un-impact-plus-negatif-que-le-brexit-sur-votre-patrimoine/)
05:14:40	479981/479981	---M--	200	added ('OK')	image/jpeg	etag:%22752ed-55f9526677cf1%22	https://www.piguetgalland.ch/app/uploads/2017/11/101522231_900x540_Mariage-1.jpg	C:/My%20Web%20Sites/pig/www.piguetgalland.ch/app/uploads/2017/11/101522231_900x540_Mariage-1.jpg	(from https://www.piguetgalland.ch/fr/projets-de-vie/orchestrer-le-patrimoine-commun/)
05:14:48	14947/14947	---M--	200	added ('OK')	image/jpeg	etag:%223a63-55f959364d44e%22	https://www.piguetgalland.ch/app/uploads/2017/06/Fotolia_132350275_Subscription_Monthly_M-650x394.jpg	C:/My%20Web%20Sites/pig/www.piguetgalland.ch/app/uploads/2017/06/Fotolia_132350275_Subscription_Monthly_M-650x394.jpg	(from https://www.piguetgalland.ch/fr/art-test-investissement-2/)
05:15:32	424071/424071	---M--	200	added ('OK')	image/jpeg	etag:%2267887-55d8a15cc5e16%22	https://www.piguetgalland.ch/app/uploads/2017/06/Fotolia_132350275_Subscription_Monthly_M.jpg	C:/My%20Web%20Sites/pig/www.piguetgalland.ch/app/uploads/2017/06/Fotolia_132350275_Subscription_Monthly_M.jpg	(from https://www.piguetgalland.ch/fr/art-test-investissement-2/)
05:15:47	8519/8519	---M--	200	added ('OK')	image/jpeg	etag:%222147-55f95829f027f%22	https://www.piguetgalland.ch/app/uploads/2017/06/hypershelf_protrait_low-200x300.jpg	C:/My%20Web%20Sites/pig/www.piguetgalland.ch/app/uploads/2017/06/hypershelf_protrait_low-200x300.jpg	(from https://www.piguetgalland.ch/fr/olivier-calloud-la-gestion-du-patrimoine-dentreprise-4/)
05:16:00	17436/17436	---M--	200	added ('OK')	image/jpeg	etag:%22441c-55f95720e9894%22	https://www.piguetgalland.ch/app/uploads/2017/08/prevoyance-300x200.jpg	C:/My%20Web%20Sites/pig/www.piguetgalland.ch/app/uploads/2017/08/prevoyance-300x200.jpg	(from https://www.piguetgalland.ch/fr/6-astuces-pour-penser-votre-prevoyance-autrement/)
05:16:00	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2005%20Feb%202018%2004:15:56%20GMT	https://www.piguetgalland.ch/fr/market-insights-no-49-may-22nd-2017-2/	C:/My%20Web%20Sites/pig/www.piguetgalland.ch/fr/market-insights-no-49-may-22nd-2017-2/index.html	(from https://www.piguetgalland.ch/fr/6-astuces-pour-penser-votre-prevoyance-autrement/)
05:16:31	34350/34350	---M--	200	added ('OK')	image/jpeg	etag:%22862e-55f95629e92ba%22	https://www.piguetgalland.ch/app/uploads/2017/09/Coffres.jpg	C:/My%20Web%20Sites/pig/www.piguetgalland.ch/app/uploads/2017/09/Coffres.jpg	(from https://www.piguetgalland.ch/fr/6-lieux-design-a-visiter-en-suisse/)
05:16:56	9971/9971	---M--	200	added ('OK')	image/jpeg	etag:%2226f3-55f9563208452%22	https://www.piguetgalland.ch/app/uploads/2017/09/PG_000501-224x300.jpg	C:/My%20Web%20Sites/pig/www.piguetgalland.ch/app/uploads/2017/09/PG_000501-224x300.jpg	(from https://www.piguetgalland.ch/fr/6-lieux-design-a-visiter-en-suisse/)
05:16:56	65468/65468	---M--	200	added ('OK')	image/jpeg	etag:%22ffbc-55f958939aea0%22	https://www.piguetgalland.ch/app/uploads/2017/08/DSC_0536-e1503415429814-600x394.jpg	C:/My%20Web%20Sites/pig/www.piguetgalland.ch/app/uploads/2017/08/DSC_0536-e1503415429814-600x394.jpg	(from https://www.piguetgalland.ch/fr/6-lieux-design-a-visiter-en-suisse/)
05:17:06	29100/29100	---M--	200	added ('OK')	image/jpeg	etag:%2271ac-55d8a1b1d2528%22	https://www.piguetgalland.ch/app/uploads/2017/09/DSC_0383-300x200.jpg	C:/My%20Web%20Sites/pig/www.piguetgalland.ch/app/uploads/2017/09/DSC_0383-300x200.jpg	(from https://www.piguetgalland.ch/fr/6-lieux-design-a-visiter-en-suisse/)
05:17:35	50533/50533	---M--	200	added ('OK')	image/jpeg	etag:%22c565-55f9565c5750b%22	https://www.piguetgalland.ch/app/uploads/2017/09/Piguet_Galland_Raizers.jpg	C:/My%20Web%20Sites/pig/www.piguetgalland.ch/app/uploads/2017/09/Piguet_Galland_Raizers.jpg	(from https://www.piguetgalland.ch/fr/raizers-investment-day/)
05:17:36	9734/9734	---M--	200	added ('OK')	image/jpeg	etag:%222606-55f95653a0d94%22	https://www.piguetgalland.ch/app/uploads/2017/09/Piguet_Galland_Raizers-300x151.jpg	C:/My%20Web%20Sites/pig/www.piguetgalland.ch/app/uploads/2017/09/Piguet_Galland_Raizers-300x151.jpg	(from https://www.piguetgalland.ch/fr/raizers-investment-day/)
05:18:03	205420/205420	---M--	200	added ('OK')	image/jpeg	etag:%223226c-55f950d734027%22	https://www.piguetgalland.ch/app/uploads/2017/05/Acheter_bien_immobilier_900x540-900x530.jpg	C:/My%20Web%20Sites/pig/www.piguetgalland.ch/app/uploads/2017/05/Acheter_bien_immobilier_900x540-900x530.jpg	(from https://www.piguetgalland.ch/fr/projets-de-vie/acquerir-ou-agrandir-votre-patrimoine-immobilier/)
05:18:23	99335/99335	---M--	200	added ('OK')	image/jpeg	etag:%2218407-55f94f94bf45e%22	https://www.piguetgalland.ch/app/uploads/2017/11/L1050524-650x394.jpg	C:/My%20Web%20Sites/pig/www.piguetgalland.ch/app/uploads/2017/11/L1050524-650x394.jpg	(from https://www.piguetgalland.ch/fr/larbre-a-vent/)
05:19:39	160109/160109	---M--	200	added ('OK')	image/jpeg	etag:%222716d-55f94fec20639%22	https://www.piguetgalland.ch/app/uploads/2017/10/Advisory2.jpg	C:/My%20Web%20Sites/pig/www.piguetgalland.ch/app/uploads/2017/10/Advisory2.jpg	(from https://www.piguetgalland.ch/fr/services/investissement/advisory/)
05:20:12	57664/57664	---M--	200	added ('OK')	image/jpeg	etag:%22e140-55f95024f7277%22	https://www.piguetgalland.ch/app/uploads/2017/10/Ethique-591x394.jpg	C:/My%20Web%20Sites/pig/www.piguetgalland.ch/app/uploads/2017/10/Ethique-591x394.jpg	(from https://www.piguetgalland.ch/fr/la-bonne-facture-ethique-du-marche-suisse/)
05:23:14	47581/47581	---M--	200	added ('OK')	image/jpeg	etag:%22b9dd-55f955f35580c%22	https://www.piguetgalland.ch/app/uploads/2017/10/Julien-Froidevaux_PiguetGalland-650x394.jpg	C:/My%20Web%20Sites/pig/www.piguetgalland.ch/app/uploads/2017/10/Julien-Froidevaux_PiguetGalland-650x394.jpg	(from https://www.piguetgalland.ch/fr/julien-froidevaux/)
05:24:12	2217283/2217283	---M--	200	added ('OK')	image/jpeg	etag:%2221d543-55f2ff2ca3610%22	https://www.piguetgalland.ch/app/uploads/2017/11/DSC_1157.jpg	C:/My%20Web%20Sites/pig/www.piguetgalland.ch/app/uploads/2017/11/DSC_1157.jpg	(from https://www.piguetgalland.ch/fr/larbre-a-vent/)
05:24:24	63237/63237	---M--	200	added ('OK')	image/jpeg	etag:%22f705-55f955d9b5f04%22	https://www.piguetgalland.ch/app/uploads/2017/10/Yves_vonderm%c3%bchll_PiguetGalland-650x394.jpg	C:/My%20Web%20Sites/pig/www.piguetgalland.ch/app/uploads/2017/10/Yves_vonderm%c3%bchll_PiguetGalland-650x394.jpg	(from https://www.piguetgalland.ch/fr/les-gerants-independants-de-piguet-galllland-sous-la-direction-de-yves-von-der-muhll/)
05:25:50	107583/107583	---M--	200	added ('OK')	image/png	etag:%221a43f-55d8a165d342e%22	https://www.piguetgalland.ch/app/uploads/2017/06/image5-400x220.png	C:/My%20Web%20Sites/pig/www.piguetgalland.ch/app/uploads/2017/06/image5-400x220.png	(from https://www.piguetgalland.ch/fr/services/e-banking/)
05:27:09	41225/41225	---M--	200	added ('OK')	image/jpeg	etag:%22a109-5640146934085%22	https://www.piguetgalland.ch/app/uploads/2018/01/Mumode-510x510.jpg	C:/My%20Web%20Sites/pig/www.piguetgalland.ch/app/uploads/2018/01/Mumode-510x510.jpg	(from https://www.piguetgalland.ch/fr/actualites/)
05:27:22	2830114/2830114	---M--	200	added ('OK')	image/jpeg	etag:%222b2f22-55d8a1c30c798%22	https://www.piguetgalland.ch/app/uploads/2017/10/Yves_von_der_m%c3%bchll.jpg	C:/My%20Web%20Sites/pig/www.piguetgalland.ch/app/uploads/2017/10/Yves_von_der_m%c3%bchll.jpg	(from https://www.piguetgalland.ch/fr/1294-2/)
05:28:33	35305/35305	---M--	200	added ('OK')	image/jpeg	etag:%2289e9-560a02a741655%22	https://www.piguetgalland.ch/app/uploads/2017/12/IMG_1521-510x510.jpg	C:/My%20Web%20Sites/pig/www.piguetgalland.ch/app/uploads/2017/12/IMG_1521-510x510.jpg	(from https://www.piguetgalland.ch/fr/actualites/page/2/)
05:28:43	513902/513902	---M--	200	added ('OK')	image/png	etag:%227d76e-562d21a0fac97%22	https://www.piguetgalland.ch/app/uploads/2018/01/Interview_Kiener_BCV_SPHERE.png	C:/My%20Web%20Sites/pig/www.piguetgalland.ch/app/uploads/2018/01/Interview_Kiener_BCV_SPHERE.png	(from https://www.piguetgalland.ch/fr/interview-de-pascal-kiener-ceo-de-la-bcv/)
05:29:07	90320/90320	---M--	200	added ('OK')	image/png	etag:%22160d0-562d218a01ee8%22	https://www.piguetgalland.ch/app/uploads/2018/01/Interview_Kiener_BCV_SPHERE-300x283.png	C:/My%20Web%20Sites/pig/www.piguetgalland.ch/app/uploads/2018/01/Interview_Kiener_BCV_SPHERE-300x283.png	(from https://www.piguetgalland.ch/fr/interview-de-pascal-kiener-ceo-de-la-bcv/)
05:29:53	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2005%20Feb%202018%2004:29:47%20GMT	https://www.piguetgalland.ch/fr/point-sur-les-marches-13-novembre-2017/	C:/My%20Web%20Sites/pig/www.piguetgalland.ch/fr/point-sur-les-marches-13-novembre-2017/index.html	(from https://www.piguetgalland.ch/fr/actualites/page/2/)
05:29:54	45564/45564	---MCZ	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2004:29:47%20GMT	https://www.piguetgalland.ch/fr/actualites/page/3/	C:/My%20Web%20Sites/pig/www.piguetgalland.ch/fr/actualites/page/3/index.html	(from https://www.piguetgalland.ch/fr/actualites/page/2/)
05:29:57	45330/45330	---MCZ	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2004:29:53%20GMT	https://www.piguetgalland.ch/fr/category/piguet-galland/page/3/	C:/My%20Web%20Sites/pig/www.piguetgalland.ch/fr/category/piguet-galland/page/3/index.html	(from https://www.piguetgalland.ch/fr/category/piguet-galland/page/2/)
05:30:12	39141/39141	---M--	200	added ('OK')	image/jpeg	etag:%2298e5-55f9548a539d4%22	https://www.piguetgalland.ch/app/uploads/2017/10/Olivier_Calloud_CEO-591x394.jpg	C:/My%20Web%20Sites/pig/www.piguetgalland.ch/app/uploads/2017/10/Olivier_Calloud_CEO-591x394.jpg	(from https://www.piguetgalland.ch/fr/dans-la-peau-dun-prive-entretien-avec-olivier-calloud/)
05:30:13	42728/42728	---M--	200	added ('OK')	image/jpeg	etag:%22a6e8-55f9547e554df%22	https://www.piguetgalland.ch/app/uploads/2017/10/CEOPIGUETGALLAND.jpg	C:/My%20Web%20Sites/pig/www.piguetgalland.ch/app/uploads/2017/10/CEOPIGUETGALLAND.jpg	(from https://www.piguetgalland.ch/fr/dans-la-peau-dun-prive-entretien-avec-olivier-calloud/)
05:30:41	63349/63349	---M--	200	added ('OK')	image/jpeg	etag:%22f775-5640146b6c646%22	https://www.piguetgalland.ch/app/uploads/2018/01/Mumode.jpg	C:/My%20Web%20Sites/pig/www.piguetgalland.ch/app/uploads/2018/01/Mumode.jpg	(from https://www.piguetgalland.ch/fr/piguet-galland-la-mode/)
05:32:01	12937/12937	---M--	200	added ('OK')	image/jpeg	etag:%223289-55f951106d684%22	https://www.piguetgalland.ch/app/uploads/2017/11/B%c2%aeatrice-Aujouannet-01-200x300.jpg	C:/My%20Web%20Sites/pig/www.piguetgalland.ch/app/uploads/2017/11/B%c2%aeatrice-Aujouannet-01-200x300.jpg	(from https://www.piguetgalland.ch/fr/beatrice-aujouannet-directrice-du-developpement-commercial/)
05:32:03	3927415/3927415	---M--	200	added ('OK')	image/jpeg	etag:%223bed77-55d8a1c266759%22	https://www.piguetgalland.ch/app/uploads/2017/10/Yves_vonderm%c3%bchll_PiguetGalland.jpg	C:/My%20Web%20Sites/pig/www.piguetgalland.ch/app/uploads/2017/10/Yves_vonderm%c3%bchll_PiguetGalland.jpg	(from https://www.piguetgalland.ch/fr/les-gerants-independants-de-piguet-galllland-sous-la-direction-de-yves-von-der-muhll/)
05:33:33	36545/36545	---M--	200	added ('OK')	image/jpeg	etag:%228ec1-55f9565a087ed%22	https://www.piguetgalland.ch/app/uploads/2017/09/Piguet_Galland_Raizers-510x437.jpg	C:/My%20Web%20Sites/pig/www.piguetgalland.ch/app/uploads/2017/09/Piguet_Galland_Raizers-510x437.jpg	(from https://www.piguetgalland.ch/fr/actualites/page/3/)
05:34:19	46018/46018	---MCZ	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2004:34:17%20GMT	https://www.piguetgalland.ch/fr/actualites/page/4/	C:/My%20Web%20Sites/pig/www.piguetgalland.ch/fr/actualites/page/4/index.html	(from https://www.piguetgalland.ch/fr/actualites/page/3/)
05:34:31	22348/22348	---M--	200	added ('OK')	image/jpeg	etag:%22574c-55d8a163c8ccf%22	https://www.piguetgalland.ch/app/uploads/2017/06/hypershelf_rendu-300x200.jpg	C:/My%20Web%20Sites/pig/www.piguetgalland.ch/app/uploads/2017/06/hypershelf_rendu-300x200.jpg	(from https://www.piguetgalland.ch/fr/olivier-calloud-la-gestion-du-patrimoine-dentreprise-4/)
05:34:32	29640/29640	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2005%20Feb%202018%2004:34:17%20GMT	https://www.piguetgalland.ch/fr/category/piguet-galland/page/4/	C:/My%20Web%20Sites/pig/www.piguetgalland.ch/fr/category/piguet-galland/page/4/index.html	(from https://www.piguetgalland.ch/fr/category/piguet-galland/page/3/)
05:34:52	58180/58180	---M--	200	added ('OK')	image/jpeg	etag:%22e344-55f95602d92de%22	https://www.piguetgalland.ch/app/uploads/2017/10/Yves_von_der_m%c3%bchll-650x394.jpg	C:/My%20Web%20Sites/pig/www.piguetgalland.ch/app/uploads/2017/10/Yves_von_der_m%c3%bchll-650x394.jpg	(from https://www.piguetgalland.ch/fr/1294-2/)
05:35:24	190746/190746	---M--	200	added ('OK')	image/jpeg	etag:%222e91a-55f9502c1f2ee%22	https://www.piguetgalland.ch/app/uploads/2017/10/Ethique.jpg	C:/My%20Web%20Sites/pig/www.piguetgalland.ch/app/uploads/2017/10/Ethique.jpg	(from https://www.piguetgalland.ch/fr/la-bonne-facture-ethique-du-marche-suisse/)
05:35:28	69075/69075	---MCZ	200	added ('OK')	text/html	date:Mon,%2005%20Feb%202018%2004:35:07%20GMT	https://www.piguetgalland.ch/fr/la-banque-piguet-galland-teste-les-millennials/	C:/My%20Web%20Sites/pig/www.piguetgalland.ch/fr/la-banque-piguet-galland-teste-les-millennials/index.html	(from https://www.piguetgalland.ch/fr/actualites/page/2/)
05:35:48	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2005%20Feb%202018%2004:35:40%20GMT	https://www.piguetgalland.ch/fr/strategie-dinvestissement-4eme-trimestre-2017/	C:/My%20Web%20Sites/pig/www.piguetgalland.ch/fr/strategie-dinvestissement-4eme-trimestre-2017/index.html	(from https://www.piguetgalland.ch/fr/actualites/page/2/)
05:36:11	57679/57679	---M--	200	added ('OK')	image/jpeg	etag:%22e14f-55f94fb7e4555%22	https://www.piguetgalland.ch/app/uploads/2017/11/Fotolia_38690330_Subscription_Monthly_XL-510x510.jpg	C:/My%20Web%20Sites/pig/www.piguetgalland.ch/app/uploads/2017/11/Fotolia_38690330_Subscription_Monthly_XL-510x510.jpg	(from https://www.piguetgalland.ch/fr/actualites/page/2/)
05:36:19	50099/50099	---M--	200	added ('OK')	image/jpeg	etag:%22c3b3-55f9512e26c61%22	https://www.piguetgalland.ch/app/uploads/2017/11/66198058_xl-1-510x510.jpg	C:/My%20Web%20Sites/pig/www.piguetgalland.ch/app/uploads/2017/11/66198058_xl-1-510x510.jpg	(from https://www.piguetgalland.ch/fr/actualites/page/2/)
05:37:57	50147/50147	---M--	200	added ('OK')	image/jpeg	etag:%22c3e3-55d8a19467143%22	https://www.piguetgalland.ch/app/uploads/2017/07/thomas-richter-56177-510x510.jpg	C:/My%20Web%20Sites/pig/www.piguetgalland.ch/app/uploads/2017/07/thomas-richter-56177-510x510.jpg	(from https://www.piguetgalland.ch/fr/actualites/page/4/)
05:42:55	4886181/4886181	---M--	200	added ('OK')	image/jpeg	etag:%224a8ea5-55d8a1bd2c91e%22	https://www.piguetgalland.ch/app/uploads/2017/10/Julien-Froidevaux_PiguetGalland.jpg	C:/My%20Web%20Sites/pig/www.piguetgalland.ch/app/uploads/2017/10/Julien-Froidevaux_PiguetGalland.jpg	(from https://www.piguetgalland.ch/fr/julien-froidevaux/)
05:44:05	3330076/3330076	---M--	200	added ('OK')	image/jpeg	etag:%2232d01c-55d8a1412d6ef%22	https://www.piguetgalland.ch/app/uploads/2017/06/B%c3%a9atrice_Aujouannet_Lausanne.jpg	C:/My%20Web%20Sites/pig/www.piguetgalland.ch/app/uploads/2017/06/B%c3%a9atrice_Aujouannet_Lausanne.jpg	(from https://www.piguetgalland.ch/fr/beatrice-aujouannet-directrice-du-developpement-commercial/)
05:44:07	27279/27279	---M--	200	added ('OK')	image/jpeg	etag:%226a8f-560a019fd4ee8%22	https://www.piguetgalland.ch/app/uploads/2017/12/RE_IMG_3749-650x394.jpg	C:/My%20Web%20Sites/pig/www.piguetgalland.ch/app/uploads/2017/12/RE_IMG_3749-650x394.jpg	(from https://www.piguetgalland.ch/fr/la-banque-piguet-galland-teste-les-millennials/)
05:44:08	43859/43859	---M--	200	added ('OK')	image/jpeg	etag:%22ab53-55f9576e7802b%22	https://www.piguetgalland.ch/app/uploads/2017/06/B%c3%a9atrice_Aujouannet_Lausanne-510x510.jpg	C:/My%20Web%20Sites/pig/www.piguetgalland.ch/app/uploads/2017/06/B%c3%a9atrice_Aujouannet_Lausanne-510x510.jpg	(from https://www.piguetgalland.ch/fr/actualites/page/4/)
